Artist_Name,Track_Name,Class,Genre,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Mode,Liveness,Valence,Tempo_bpm,Duration_ms,Time_Signature
All Time Low,Once In A Lifetime,10,Rock,68.0,0.492,0.911,-3.891,0.113,0.015,0,0.345,0.429,168.024,189543.0,4
Accept,Koolaid,8,Metal,53.0,0.548,0.904,-5.197,0.03,0.000429,1,0.37,0.342,129.016,299720.0,4
Fruition,Fire,2,Blues,43.0,0.472,0.813,-5.919,0.0399,0.12,0,0.382,0.684,134.922,216085.0,4
Hatena,INTEREST,6,Indie,33.0,0.65,0.628,-7.749,0.347,0.00242,1,0.102,0.767,122.39,154715.0,4
Dinosaur Jr.,Start Choppin',1,Alt Music,53.0,0.373,0.755,-7.574,0.103,0.00411,1,0.0635,0.57,111.813,340187.0,4
Foals,Exits,6,Indie,57.0,0.483,0.858,-2.94,0.0346,0.0559,0,0.514,0.712,188.055,357419.0,4
Steely Dan,Any Major Dude Will Tell You,10,Rock,57.0,0.684,0.416,-15.367,0.0447,0.647,1,0.0822,0.549,80.204,187267.0,4
Call Me Karizma,Float,1,Alt Music,56.0,0.822,0.522,-8.744,0.0965,0.491,0,0.101,0.0672,111.098,169093.0,4
Lifehouse,Broken,10,Rock,59.0,0.534,0.708,-5.732,0.0402,0.089,1,0.192,0.488,130.639,286480.0,4
Bette Smith,Dance Monkey,2,Blues,37.0,0.635,0.615,-5.826,0.0332,0.576,0,0.224,0.429,97.978,213980.0,4
INXS,Never Tear Us Apart,10,Rock,68.0,0.664,0.613,-7.56,0.0273,0.00309,1,0.175,0.193,96.6,184587.0,3
Charlie Hunter,Two For Bleu,10,Rock,36.0,0.603,0.57,-12.545,0.0512,0.265,1,0.0813,0.483,116.322,339333.0,4
Savages,Husbands,6,Indie,34.0,0.294,0.86,-4.657,0.0392,3.22e-05,0,0.06,0.146,176.858,170133.0,4
Derya Yƒ±ldƒ±rƒ±m & Grup ≈ûim≈üek,Dom Dom Kur≈üunu,10,Rock,28.0,0.552,0.8,-4.941,0.0309,0.35,0,0.361,0.93,190.096,293347.0,4
Little Boots,Meddle,1,Alt Music,26.0,0.641,0.88,-3.094,0.156,0.0219,1,0.0802,0.636,168.99,195947.0,4
The Raconteurs,Blank Generation - Studio Version - Recorded at Electric Lady Studios,10,Rock,50.0,0.391,0.791,-5.964,0.0552,0.0232,0,0.124,0.582,131.09,233597.0,4
Sebastian Bach,By Your Side,10,Rock,42.0,0.477,0.605,-7.417,0.0319,0.0512,0,0.0563,0.0779,143.099,327533.0,4
Shadows Fall,Thoughts Without Words,8,Metal,38.0,0.42,0.959,-4.058,0.155,0.00209,1,0.203,0.322,89.583,271547.0,4
Maybird,Gonna Lose Your Mind,6,Indie,30.0,0.58,0.709,-6.312,0.0302,1.82e-05,1,0.178,0.728,120.002,216392.0,4
Daughter,Youth,6,Indie,69.0,0.396,0.535,-11.09,0.0411,0.889,1,0.116,0.435,146.416,253013.0,4
Testament,Electric Crown,8,Metal,50.0,0.357,0.905,-7.787,0.0523,0.00395,1,0.375,0.546,81.294,330227.0,4
Latter Days (feat. Anaïs Mitchell),"Big Red Machine, Anaïs Mitchell",0,Acoustic/Folk,54.0,0.706,0.329,-10.07,0.0286,0.734,1,0.102,0.232,130.03,3.64045,4
Todd La Torre,Vanguards of the Dawn Wall,8,Metal,26.0,0.416,0.968,-6.483,0.118,2.68e-05,1,0.402,0.434,180.084,219200.0,4
morgxn,PUMP THE BREAK,10,Rock,50.0,0.797,0.542,-5.131,0.0345,0.039,1,0.314,0.394,102.045,192773.0,4
Paris Youth Foundation,The Back Seat,6,Indie,37.0,0.489,0.919,-4.934,0.0543,0.000372,0,0.0653,0.415,176.942,252035.0,3
JayWood,What You Do To Me,9,Pop,35.0,0.495,0.868,-5.122,0.0621,0.124,1,0.0916,0.668,81.024,254024.0,4
The Disaster Area,Bruised & Broken,8,Metal,43.0,0.418,0.939,-7.128,0.0966,0.000129,1,0.143,0.306,160.141,196597.0,4
Patrick Belaga,The Tunnel Is A Tower,6,Indie,21.0,0.338,0.199,-22.094,0.037,0.714,0,0.1,0.0863,83.871,208386.0,3
Mail the Horse,Magnolia,2,Blues,36.0,0.647,0.507,-9.186,0.0292,0.112,1,0.103,0.711,94.633,280917.0,4
Steve Hill,Slowly Slipping Away,2,Blues,35.0,0.384,0.444,-9.02,0.0345,0.311,1,0.127,0.663,177.42,206493.0,4
Wind Rose,Drunken Dwarves,8,Metal,44.0,0.444,0.958,-4.65,0.0509,1.68e-05,1,0.358,0.677,160.017,272767.0,4
Knesiyat Hasechel,Hainu Ossim Ahava (We Would Do Love),10,Rock,33.0,0.407,0.63,-5.678,0.0302,0.00198,1,0.294,0.37,90.613,191360.0,4
C. James,Streetlights,9,Pop,40.0,0.611,0.265,-10.801,0.0349,0.733,1,0.107,0.447,137.996,168719.0,4
Soulive,"Born Under A Bad Sign ft Warren Haynes, Nigel Hall & DJ Logic",10,Rock,15.0,0.298,0.736,-7.76,0.0485,0.0213,0,0.971,0.622,114.193,420000.0,4
Aviv Geffen,◊¢◊ï◊†◊ï◊™,10,Rock,41.0,0.318,0.848,-8.355,0.0325,0.00162,1,0.124,0.888,193.39,235000.0,4
Daniella Tourgeman,◊©◊ï◊ù ◊ì◊ë◊® ◊ú◊ê ◊¢◊ï◊ñ◊®,10,Rock,12.0,0.387,0.417,-8.408,0.0286,0.571,1,0.0771,0.316,140.636,202977.0,3
Pearl Jam,Even Flow,10,Rock,75.0,0.394,0.944,-6.506,0.0761,0.00178,0,0.298,0.265,105.338,292581.0,4
Dominik Buchheim,Morgensonne,7,Instrumental,46.0,0.56,0.0792,-18.169,0.0609,0.992,1,0.141,0.272,125.561,3.05295,4
Tim Garland,The Autumn Gate,7,Instrumental,45.0,0.261,0.185,-13.766,0.0353,0.867,1,0.0984,0.141,116.632,4.351116667,3
The Beach Boys,Surfin' U.S.A. - Remastered 2001,10,Rock,73.0,0.55,0.854,-5.968,0.036,0.661,1,0.112,0.965,159.231,2.48955,4
Lielle,◊™◊®◊©◊ï◊ù,5,HipHop,24.0,0.768,0.598,-9.952,0.185,0.326,1,0.161,0.761,122.019,190940.0,4
If I Told,Courtney Marie Andrews,0,Acoustic/Folk,50.0,0.283,0.221,-15.344,0.0423,0.841,1,0.0975,0.299,80.413,4.966883333,4
MAN WITH A MISSION,Perfect Clarity,10,Rock,49.0,0.448,0.695,-7.263,0.0388,0.00747,1,0.121,0.449,136.744,271167.0,4
Arthur Moon,Status Monster,10,Rock,27.0,0.485,0.428,-9.483,0.055,0.214,1,0.294,0.256,161.903,180396.0,3
Coldplay,Princess of China,10,Rock,67.0,0.42,0.69,-6.221,0.0347,0.00385,0,0.287,0.237,85.014,239216.0,4
Help Me Down,Wilderado,0,Acoustic/Folk,45.0,0.633,0.304,-11.947,0.031,0.846,1,0.112,0.355,119.837,3.673433333,4
Volumes,Left For Dead,8,Metal,33.0,0.35,0.907,-4.882,0.105,3.08e-05,1,0.0999,0.143,193.754,136907.0,4
Dirty Honey,The Wire,10,Rock,46.0,0.389,0.894,-4.237,0.0873,0.000621,1,0.429,0.691,184.101,185120.0,4
Squid,The Cleaner,6,Indie,44.0,0.49,0.778,-6.575,0.083,0.0149,1,0.104,0.552,136.549,453212.0,4
Barnaby Keen,Trust Me,10,Rock,14.0,0.651,0.434,-9.028,0.0249,0.622,1,0.101,0.628,85.972,221515.0,4
Luna Li,Cherry Pit,6,Indie,46.0,0.71,0.649,-7.058,0.0367,0.218,1,0.105,0.772,120.798,253067.0,4
QUE.,OG Bobby Johnson,5,HipHop,41.0,0.974,0.972,-3.879,0.212,0.0155,1,0.371,0.513,110.97,196757.0,4
Asha Bhosle,Ab Ke Baras Bhejo Bhaiya,3,Bollywood,4.0,0.349,0.298,-11.061,0.0409,0.974,1,0.11,0.547,87.627,3.585783333,3
Parkway Drive,Prey,8,Metal,63.0,0.27,0.964,-4.545,0.0866,3.28e-05,1,0.525,0.325,99.731,255231.0,3
J.D. Short,By The Spoonful,2,Blues,24.0,0.655,0.291,-10.863,0.0777,0.409,1,0.103,0.674,114.993,229093.0,4
Late Bloomer,Heaven,1,Alt Music,24.0,0.178,0.684,-6.301,0.0415,5.82e-05,1,0.172,0.283,201.324,201333.0,4
Caamp,Officer of Love,1,Alt Music,65.0,0.662,0.574,-8.696,0.0261,0.298,1,0.115,0.948,109.085,239805.0,4
Itay Levi,◊õ◊ú ◊î◊¢◊ô◊® ◊ô◊ï◊ì◊¢◊™,9,Pop,33.0,0.503,0.576,-5.389,0.0359,0.581,0,0.0731,0.36,156.204,212814.0,4
Balto,Lost on the Young,10,Rock,34.0,0.267,0.738,-5.541,0.0464,0.0419,1,0.0812,0.488,161.09,193067.0,4
No Sinner,Leadfoot,2,Blues,35.0,0.345,0.852,-4.245,0.0499,0.00016,1,0.157,0.396,137.089,245213.0,4
Rival Sons,Do Your Worst,10,Rock,59.0,0.392,0.791,-2.785,0.0509,0.0113,1,0.326,0.413,83.868,210493.0,4
Dudu Aharon,◊®◊ß ◊ê◊î◊ë◊î ◊û◊ì◊ë◊®◊™,9,Pop,20.0,0.842,0.529,-7.275,0.0597,0.288,0,0.106,0.645,126.034,209521.0,4
The Cult,Sweet Soul Sister,10,Rock,47.0,0.442,0.866,-9.245,0.0614,0.124,1,0.159,0.151,93.012,308267.0,4
Absofacto,Dissolve,10,Rock,72.0,0.688,0.582,-10.668,0.0542,0.23,0,0.0663,0.872,85.486,224661.0,4
Handsome Ghost,Weeds,0,Acoustic/Folk,46.0,0.579,0.325,-9.835,0.0284,0.721,1,0.403,0.428,79.985,4.22783333,4
Lowell Fulson,Reconsider Baby,2,Blues,46.0,0.636,0.668,-6.857,0.0568,0.749,1,0.0555,0.666,94.668,189133.0,4
Kenny Wayne Shepherd,I Want You,2,Blues,34.0,0.43,0.814,-5.079,0.0511,0.00956,1,0.0962,0.711,130.973,387707.0,4
Michael Bublé,Lost - Live from Madison Square Garden,9,Pop,35.0,0.442,0.342,-8.65,0.0356,0.672,1,0.809,0.268,131.289,3.936666667,4
Robert Gordon,Rock Billy Boogie,10,Rock,42.0,0.549,0.832,-10.938,0.0497,0.668,0,0.0708,0.792,193.911,153333.0,4
Salt-N-Pepa,Shoop,5,HipHop,68.0,0.939,0.675,-7.232,0.211,0.0915,1,0.0565,0.795,96.918,248573.0,4
RARIA,Tried To Love You,9,Pop,35.0,0.71,0.483,-9.783,0.127,0.538,0,0.0832,0.705,97.065,148074.0,4
Carlos Cipa,"Fantasia on Bach (on Steinway Grand, 1975)",6,Indie,45.0,0.18,0.00554,-25.285,0.0458,0.892,1,0.123,0.0323,82.371,175507.0,5
Jack Rabbit Slim,Rock-a-Cha,10,Rock,35.0,0.571,0.858,-6.882,0.0399,0.00541,0,0.308,0.566,95.248,121253.0,4
SAINt JHN,Pray 4 Me (feat. Kanye West),5,HipHop,43.0,0.543,0.481,-7.127,0.276,0.608,0,0.104,0.124,83.03,173453.0,4
Overcoats,New Shoes,6,Indie,48.0,0.577,0.222,-10.568,0.0291,0.962,1,0.359,0.166,136.048,198373.0,3
Mercyful Fate,Curse of the Pharaohs,8,Metal,46.0,0.297,0.798,-9.999,0.0782,0.000113,1,0.132,0.544,137.397,237107.0,4
A Tribe Called Quest,Find a Way,5,HipHop,63.0,0.773,0.581,-8.466,0.432,0.0352,1,0.485,0.711,94.093,203067.0,4
St. Vincent,Los Ageless,6,Indie,58.0,0.527,0.716,-6.029,0.0616,0.0698,0,0.0737,0.331,99.426,281347.0,4
Tyler Childers,House Fire (feat. The Travelin' McCourys),1,Alt Music,51.0,0.451,0.495,-9.996,0.0318,0.472,1,0.255,0.741,121.624,214656.0,4
The Struts,In Love With A Camera,10,Rock,49.0,0.557,0.886,-3.092,0.0378,0.000125,1,0.355,0.638,127.982,202401.0,4
Tal Bachman,She's so High,10,Rock,72.0,0.537,0.84,-4.626,0.0363,0.2,1,0.0998,0.211,124.269,224693.0,4
Exanimate,Grey State,8,Metal,19.0,0.474,0.892,-6.242,0.0979,0.000143,1,0.167,0.145,119.877,240500.0,4
Metallica,Whiplash - Remastered,8,Metal,56.0,0.384,0.916,-6.468,0.0983,0.000611,0,0.14,0.192,158.042,248547.0,4
Rod Stewart,It's All Over Now,2,Blues,27.0,0.345,0.861,-8.823,0.0471,0.425,1,0.133,0.848,176.942,386227.0,4
Victor Solf,Call Your Grandma,6,Indie,42.0,0.872,0.438,-10.59,0.0356,0.515,1,0.0722,0.961,116.985,161267.0,4
Taylor Swift,You Need To Calm Down,9,Pop,80.0,0.771,0.671,-5.617,0.0553,0.00929,1,0.0637,0.714,85.026,171360.0,4
Rexxie,KPK (Ko Por Ke),9,Pop,57.0,0.818,0.836,-6.113,0.0391,0.0934,0,0.088,0.305,123.02,191723.0,4
Noy Fadlon,◊°◊ï◊ï◊ì◊®,9,Pop,35.0,0.6,0.438,-7.162,0.0457,0.746,1,0.147,0.22,127.788,199253.0,4
Albert King,Born Under A Bad Sign - Mono Mix,2,Blues,59.0,0.711,0.483,-11.211,0.0298,0.434,1,0.0284,0.884,91.652,169998.0,4
Editors,Ocean of Night,1,Alt Music,54.0,0.567,0.666,-9.647,0.0298,0.0244,1,0.107,0.251,106.001,305489.0,4
Snoop Dogg,Gin N Juice (feat. Dat Nigga Daz),5,HipHop,74.0,0.549,0.853,-4.293,0.188,0.0285,1,0.618,0.346,94.695,211493.0,4
David Guetta,Pa' La Cultura,9,Pop,63.0,0.755,0.854,-4.288,0.0517,0.0249,0,0.389,0.588,105.038,235603.0,4
Foghat,Gotta Get to Know You,2,Blues,30.0,0.419,0.595,-14.512,0.0607,0.373,1,0.058,0.366,89.901,463973.0,4
Latto,Step It Up,5,HipHop,59.0,0.961,0.617,-5.76,0.344,0.26,1,0.149,0.734,125.009,161280.0,4
MOSES,You Need L,10,Rock,23.0,0.462,0.865,-3.71,0.0351,0.00239,1,0.0951,0.283,99.984,210563.0,4
Editors,Munich,1,Alt Music,62.0,0.173,0.872,-4.39,0.0533,0.00052,0,0.324,0.39,149.361,226427.0,4
Lush,Nothing Natural,10,Rock,40.0,0.447,0.796,-12.171,0.0333,0.00689,0,0.0626,0.913,105.984,354640.0,4
Queen,It's A Hard Life - Remastered 2011,10,Rock,58.0,0.42,0.599,-6.188,0.0291,0.422,1,0.159,0.299,82.336,4.11621667,4
Earth Eater,Longclaw,8,Metal,28.0,0.466,0.965,-3.29,0.211,0.00112,1,0.247,0.0591,99.971,320400.0,4
Plustwo,Melody (1983 Club Vinyl Mix),6,Indie,60.0,0.91,0.736,-3.517,0.0495,0.266,1,0.0759,0.938,121.985,236588.0,4
Eden Alene,Feker Libi,9,Pop,46.0,0.737,0.907,-2.982,0.131,0.238,1,0.0962,0.563,119.915,183747.0,4
Zohar Argov,◊û◊î ◊ú◊ö ◊ô◊ú◊ì◊î,9,Pop,26.0,0.415,0.749,-7.589,0.0348,0.0196,0,0.0931,0.37,98.244,311440.0,3
Megadeth,Dread and the Fugitive Mind,8,Metal,45.0,0.51,0.83,-4.586,0.0863,4.34e-05,0,0.0806,0.483,164.175,265133.0,4
Artur Menezes,Fading Away,10,Rock,40.0,0.643,0.913,-4.538,0.0351,0.00651,1,0.0427,0.449,112.988,224427.0,4
Torchia,Sky,8,Metal,28.0,0.468,0.977,-4.839,0.109,2.6e-05,0,0.158,0.0898,124.917,287933.0,4
Cee Cee James,So Grateful,2,Blues,35.0,0.434,0.109,-15.279,0.0355,0.983,1,0.114,0.25,93.659,347533.0,4
HAVAMAL,Hel,8,Metal,29.0,0.29,0.955,-5.943,0.322,0.000665,0,0.131,0.112,170.149,351623.0,4
Lamb of God,Ghost Walking,8,Metal,47.0,0.511,0.993,-3.341,0.131,0.000326,1,0.288,0.322,129.986,270693.0,5
Biosphere,Angel's Flight,6,Indie,45.0,0.548,0.282,-16.643,0.0362,0.946,1,0.112,0.311,141.959,352357.0,1
Vague d' Azur,Farinole,6,Indie,33.0,0.726,0.548,-10.048,0.0366,0.159,0,0.612,0.579,113.986,197895.0,4
Asquith,NFT - Bass Mix,6,Indie,19.0,0.45,0.992,-6.055,0.116,0.000253,0,0.475,0.848,147.941,294163.0,4
Mor,◊ñ◊ô◊õ◊®◊ï◊ü ◊ô◊©◊ü,9,Pop,37.0,0.585,0.457,-7.809,0.0516,0.345,0,0.321,0.132,143.793,232000.0,4
T. Rex,Bang a Gong (Get It On) - 2003 Remaster,10,Rock,63.0,0.729,0.818,-9.992,0.0732,0.157,1,0.195,0.906,125.814,4.45,4
Megan Thee Stallion,Thot Shit,9,Pop,88.0,0.95,0.693,-3.424,0.0898,0.0133,1,0.173,0.891,130.02,3.07725,4
Dudu Tassa,◊ú◊ï◊ú◊î,10,Rock,42.0,0.503,0.601,-5.991,0.0319,0.53,0,0.133,0.302,151.852,198667.0,4
Storm Orchestra,The Shining of My Soul,10,Rock,15.0,0.444,0.741,-5.391,0.0379,0.000883,0,0.0895,0.257,95.089,210316.0,4
Sillaba,Na,7,Instrumental,12.0,0.376,0.0843,-14.414,0.0467,0.989,1,0.191,0.172,94.195,3.32035,4
"Claude Debussy, Daniel Hope, Zürcher Kammerorchester","Rêverie, L. 68 (Arr. Badzura)",7,Instrumental,32.0,0.162,0.0669,-21.458,0.0448,0.943,1,0.131,0.04,81.937,6.1469,4
strawbey,how do you feel,6,Indie,36.0,0.282,0.473,-9.029,0.0318,0.284,0,0.107,0.046,105.179,297613.0,4
The Raincoats,Lola,6,Indie,50.0,0.523,0.854,-8.27,0.0954,0.478,1,0.271,0.83,146.688,243507.0,4
Pepe Mogt,Endless Staircase,6,Indie,32.0,0.811,0.157,-16.566,0.0428,0.972,1,0.108,0.559,116.014,331035.0,4
Salem,DRACULADS,1,Alt Music,40.0,0.357,0.94,-2.74,0.158,0.00323,0,0.206,0.444,174.978,137143.0,3
Eviatar Banai,◊ê◊ï◊™◊ô◊ï◊™ ◊§◊ï◊®◊ó◊ï◊™ ◊ë◊ê◊ï◊ô◊®,10,Rock,34.0,0.537,0.847,-4.261,0.0278,0.488,0,0.12,0.557,90.01,211893.0,4
Adam Douglas,Change My Mind,2,Blues,35.0,0.341,0.473,-7.097,0.0339,0.389,1,0.273,0.2,132.764,301304.0,4
Masked Wolf,Astronaut In The Ocean,9,Pop,97.0,0.778,0.695,-6.865,0.0913,0.175,0,0.15,0.472,149.996,132780.0,4
Stone Sour,Bother,8,Metal,66.0,0.272,0.281,-7.634,0.0287,0.388,1,0.158,0.141,89.914,240400.0,4
Fink,Boneyard - Edit,2,Blues,41.0,0.386,0.475,-8.254,0.0265,0.843,0,0.355,0.391,106.538,200000.0,3
grandson,Oh No!!!,10,Rock,58.0,0.609,0.659,-7.218,0.0442,0.00592,1,0.161,0.522,80.996,215035.0,4
Jason Isbell and the 400 Unit,Dreamsicle,1,Alt Music,56.0,0.53,0.55,-6.907,0.0249,0.163,1,0.252,0.492,97.334,224034.0,4
Sons Of Apollo,Desolate July,8,Metal,26.0,0.472,0.848,-5.975,0.0498,0.000396,0,0.146,0.234,134.999,358893.0,4
Silent Theory,The Price,8,Metal,39.0,0.64,0.874,-4.966,0.0367,0.000756,1,0.0811,0.426,114.992,216576.0,4
Ava Max,EveryTime I Cry,9,Pop,79.0,0.727,0.832,-4.327,0.0366,0.181,0,0.0615,0.213,127.035,2.96426667,4
System Of A Down,Chop Suey!,8,Metal,80.0,0.417,0.934,-3.908,0.119,0.000278,0,0.132,0.287,127.066,210240.0,4
Taleban Dooda,Chopstix,5,HipHop,46.0,0.787,0.674,-5.971,0.283,0.0474,0,0.0697,0.765,130.099,114462.0,4
Rick Springfield,Jessie's Girl,10,Rock,65.0,0.717,0.588,-13.953,0.0535,0.331,1,0.102,0.852,131.537,3.23778333,4
Bright Eyes,Lua,6,Indie,49.0,0.618,0.155,-17.031,0.0799,0.811,1,0.077,0.305,105.325,271600.0,3
Zero 9:36,In My Hands,10,Rock,49.0,0.411,0.889,-4.224,0.155,0.000664,0,0.139,0.589,196.163,164191.0,4
The Bobby Fuller Four,I Fought the Law - Single Version,6,Indie,57.0,0.593,0.804,-5.497,0.0319,0.105,1,0.047,0.962,148.959,138360.0,4
Molly Payton,How to Have Fun,6,Indie,38.0,0.64,0.818,-5.76,0.0312,0.00612,0,0.0989,0.644,115.996,211360.0,4
Smallpools,the answer,10,Rock,53.0,0.659,0.931,-4.957,0.0326,0.0182,0,0.347,0.861,115.965,170667.0,4
Sarit Hadad,◊ë◊ú◊ô ◊©◊ë◊ô◊ß◊©◊™◊ô,9,Pop,26.0,0.701,0.644,-5.54,0.0288,0.606,0,0.0864,0.627,107.966,226018.0,4
The Beatles,With A Little Help From My Friends - Remastered 2009,10,Rock,65.0,0.705,0.515,-9.343,0.0337,0.365,1,0.389,0.803,112.035,164107.0,4
Van Der Graaf Generator,Cat's Eye/Yellow Fever (Running),10,Rock,32.0,0.312,0.411,-16.816,0.0568,0.281,0,0.066,0.287,93.57,320227.0,4
Sodom,Sodom & Gomorrah,8,Metal,34.0,0.26,0.997,-5.629,0.108,0.000104,1,0.338,0.0352,174.952,246227.0,4
Coldplay,Sparks,10,Rock,75.0,0.371,0.268,-10.506,0.0281,0.748,1,0.104,0.165,102.617,227093.0,3
Numl6ck,stuck,5,HipHop,51.0,0.681,0.765,-4.574,0.0352,0.06,1,0.367,0.185,92.534,126504.0,4
Altin G√ºn,Y√ºce Dag Basinda,6,Indie,48.0,0.823,0.569,-9.301,0.0498,0.0571,0,0.0938,0.831,111.974,258316.0,4
Bush,Swallowed - Remastered,10,Rock,52.0,0.253,0.565,-6.116,0.0368,0.0014,1,0.272,0.127,179.492,291053.0,4
Missy Elliott,Get Ur Freak On,5,HipHop,70.0,0.797,0.75,-9.369,0.247,0.533,1,0.095,0.74,177.87,211120.0,4
King Quartz,Vcrheadaches - Negative 32 Memphis,6,Indie,21.0,0.482,0.513,-8.54,0.0315,0.00307,0,0.106,0.16,146.218,148870.0,4
Pool Toys,Slow Down,9,Pop,10.0,0.332,0.67,-8.706,0.0633,0.244,0,0.393,0.461,89.487,250191.0,4
Tears For Fears,Mad World,6,Indie,65.0,0.647,0.896,-5.949,0.0509,0.0709,1,0.0614,0.953,118.729,215400.0,4
Rodney Atkins,Watching You,4,Country,68.0,0.625,0.848,-4.008,0.0314,0.105,1,0.23,0.716,137.993,3.923783333,4
Mel McDaniel,Louisiana Saturday Night,4,Country,66.0,0.686,0.622,-7.31,0.0857,0.532,1,0.0511,0.982,163.245,2.403116667,4
Jack Harlow,Baxter Avenue,5,HipHop,55.0,0.7,0.676,-8.74,0.372,0.15,1,0.106,0.684,92.597,207797.0,4
Tim McGraw,Just To See You Smile,4,Country,66.0,0.492,0.823,-8.526,0.0297,0.127,1,0.0523,0.702,94.342,3.586216667,4
Bobby Rush,Chicken Heads,2,Blues,37.0,0.848,0.651,-8.465,0.0657,0.0849,1,0.138,0.844,88.818,154009.0,4
Cap Kendricks,DOOM,5,HipHop,48.0,0.725,0.493,-8.844,0.238,0.0591,0,0.152,0.639,84.019,136786.0,4
Daichi Yamamoto,maybe,6,Indie,32.0,0.611,0.638,-6.669,0.18,0.434,0,0.129,0.617,83.4,194643.0,4
Bebe Rexha,Break My Heart Myself (feat. Travis Barker),9,Pop,72.0,0.751,0.857,-4.385,0.0752,0.31,0,0.0801,0.501,104.984,151999.0,4
Arik Einstein,◊ß◊ó ◊ú◊ö ◊ê◊ô◊©◊î - ◊©◊ë◊ú◊ï◊ú - ◊®◊ô◊û◊ê◊°◊ò◊®◊ô◊†◊í,10,Rock,31.0,0.512,0.68,-11.246,0.0519,0.00335,0,0.062,0.315,137.099,237653.0,4
Fleetwood Mac,Songbird - 2004 Remaster,10,Rock,61.0,0.58,0.0842,-15.52,0.0302,0.982,1,0.11,0.388,92.123,200813.0,4
Little Simz,Introvert,9,Pop,63.0,0.313,0.87,-6.613,0.114,0.432,0,0.116,0.117,92.685,362653.0,4
Traceless,Ghost,8,Metal,33.0,0.469,0.85,-3.865,0.124,0.0133,0,0.148,0.435,146.97,180677.0,4
Hiss Golden Messenger,I Need a Teacher,1,Alt Music,48.0,0.5,0.764,-7.569,0.0407,0.369,1,0.319,0.683,85.981,197597.0,4
The Blasters,American Music,10,Rock,35.0,0.455,0.918,-8.666,0.0527,0.00706,1,0.278,0.97,192.586,127627.0,4
Superheaven,Next To Nothing,10,Rock,34.0,0.437,0.8,-5.296,0.0327,0.000222,1,0.0814,0.292,164.073,244359.0,4
Mandevilla,A Time For Love,7,Instrumental,55.0,0.413,0.216,-18.276,0.0323,0.972,0,0.366,0.12,121.925,5.13645,4
Michael Burks,What Are You Doin' to Me,2,Blues,23.0,0.513,0.689,-6.497,0.0338,0.0261,1,0.404,0.794,98.4,238013.0,4
KUƒåKA,No Good For Me,1,Alt Music,38.0,0.779,0.546,-9.41,0.0508,0.00342,0,0.0824,0.744,125.016,215117.0,4
James TW,When You Love Someone - Acoustic,0,Acoustic/Folk,63.0,0.712,0.298,-8.363,0.0407,0.779,1,0.115,0.568,125.019,3.50178333,4
George Thorogood & The Destroyers,"Ride On Josephine - Live In Boston, Massachusetts / 1982",2,Blues,25.0,0.467,0.965,-7.451,0.105,0.0189,1,0.979,0.441,106.17,501010.0,4
Moneybagg Yo,Wockesha,5,HipHop,75.0,0.582,0.537,-9.229,0.619,0.129,1,0.0749,0.771,82.103,180930.0,4
Jeff Beck,Isolation,10,Rock,49.0,0.326,0.813,-5.938,0.1,0.00923,1,0.127,0.202,136.78,314522.0,4
Slowdive,When The Sun Hits,10,Rock,63.0,0.33,0.532,-11.764,0.0263,0.00101,1,0.101,0.218,93.512,285907.0,4
Obituary,Slowly We Rot,8,Metal,44.0,0.275,0.947,-6.696,0.0835,1.08e-05,1,0.124,0.0835,107.1,218427.0,3
Fat Joe,Sunshine (The Light),5,HipHop,74.0,0.8,0.832,-5.497,0.266,0.087,1,0.322,0.736,106.983,149725.0,4
13th Floor Elevators,Slip Inside This House - Stereo LP Version,10,Rock,43.0,0.555,0.694,-8.453,0.0426,0.101,0,0.123,0.602,127.423,482278.0,4
Rendez Vous,Sentimental Animal,6,Indie,39.0,0.467,0.769,-5.059,0.0393,3.93e-05,1,0.32,0.607,155.957,275391.0,4
Mukesh,Maine Tere Liye,3,Bollywood,30.0,0.596,0.66,-6.083,0.0309,0.85,1,0.371,0.894,126.195,3.108216667,4
Lenny Kravitz,Fields Of Joy,10,Rock,45.0,0.534,0.577,-10.774,0.0387,0.0352,0,0.0981,0.218,83.973,237467.0,4
Architects,Broken Cross,8,Metal,48.0,0.434,0.956,-4.888,0.141,3.02e-05,1,0.119,0.174,159.977,232939.0,4
St. Paul & The Broken Bones,Call Me,9,Pop,61.0,0.573,0.786,-4.354,0.0352,0.0634,1,0.117,0.612,110.289,171267.0,4
Combichrist,Understand,8,Metal,34.0,0.506,0.88,-6.156,0.0374,2.54e-05,0,0.09,0.034,130.029,334921.0,4
Eryn Martin,Ball - Remix,1,Alt Music,45.0,0.604,0.481,-11.443,0.051,0.0221,1,0.122,0.158,82.481,220347.0,4
Daklon,◊ê◊ô◊ô◊ú◊™ ◊ó◊ü,9,Pop,30.0,0.476,0.729,-7.457,0.0492,0.431,0,0.0775,0.967,165.378,291520.0,4
Chelsea Collins,Hotel Bed (feat. Swae Lee),9,Pop,59.0,0.631,0.742,-4.784,0.0949,0.294,1,0.148,0.474,149.909,202114.0,4
Artur Menezes,Fading Away,2,Blues,40.0,0.643,0.913,-4.538,0.0351,0.00651,1,0.0427,0.449,112.988,224427.0,4
The Who,I Can't Explain - Mono Version,6,Indie,52.0,0.572,0.688,-4.96,0.0608,0.0474,1,0.072,0.856,138.841,125320.0,4
